name,year,abv,size,grape type,country,wine_type,style,at its best,wine maker,price per bottle,num_review,rating,url
Castelbarco Parziale Appassimento 2019,2019,13.50%,75cl,Other red grapes,Italy,Red,Full Bodied Reds,Now - End 2029,Martino Biscardo,16.99,183,4.5 out of 5 stars from 183 customers,https://www.virginwines.co.uk/wine/Z40198101434/Castelbarco-Parziale-Appassimento
Les Trois Calices Grenache Mourvedre 2020,2020,14.00%,75cl,Grenache / Garnacha blend,France,Red,Full Bodied Reds,Now - End 2025,Maureen Paillet,10.99,82,4 out of 5 stars from 82 customers,https://www.virginwines.co.uk/wine/Z41292101414/Les-Trois-Calices-Grenache-Mourvedre
Powers Champoux Vineyard Reserve Cabernet Sauvignon 2016,2016,14.00%,75cl,Cabernet Sauvignon,USA,Red,Full Bodied Reds,Now - End 2031,Jose Mendoza,24.5,9,4.2 out of 5 stars from 9 customers,https://www.virginwines.co.uk/wine/Z41200103000/Powers-Champoux-Vineyard-Reserve-Cabernet-Sauvignon
Charles Smith Velvet Devil Merlot 2018,2018,13.50%,75cl,Merlot,USA,Red,Full Bodied Reds,Now - End 2025,Megan Schofield,16.99,13,4.2 out of 5 stars from 13 customers,https://www.virginwines.co.uk/wine/Z41173102147/Charles-Smith-Velvet-Devil-Merlot
Cascadia Yakima Valley Syrah 2020,2020,14.50%,75cl,Shiraz / Syrah,USA,Red,Full Bodied Reds,Now - End 2028,Travis Maple,14.99,26,4.2 out of 5 stars from 26 customers,https://www.virginwines.co.uk/wine/Z41170102638/Cascadia-Yakima-Valley-Syrah
Three Gables Western Cape Colombard 2020,2020,13.00%,75cl,Colombard,South Africa,White,Dry and Crisp Whites,Now - End 2024,Ryno Booysen,10.99,122,4 out of 5 stars from 122 customers,https://www.virginwines.co.uk/wine/Z40554100009/Three-Gables-Western-Cape-Colombard
Three Gables Swartland Grenache Blanc 2020,2020,13.50%,75cl,Grenache Blanc,South Africa,White,Aromatic Whites,Now - End 2024,Ryno Booysen,11.99,163,4 out of 5 stars from 163 customers,https://www.virginwines.co.uk/wine/Z40552100009/Three-Gables-Swartland-Grenache-Blanc
Black Flag Winemakers Limestone Coast Shiraz Cabernet 2018,2018,14.50%,75cl,Syrah / Shiraz blend,Australia,Red,Full Bodied Reds,Now - End 2028,Steve Grimley,14.99,35,3.9 out of 5 stars from 35 customers,https://www.virginwines.co.uk/wine/Z40910102291/Black-Flag-Winemakers-Limestone-Coast-Shiraz-Cabernet
Charles Smith Eve Chardonnay 2019,2019,13.50%,75cl,Chardonnay,USA,White,Dry and Crisp Whites,Now - End 2024,Megan Schofield,16.99,10,4.2 out of 5 stars from 10 customers,https://www.virginwines.co.uk/wine/Z41171102147/Charles-Smith-Eve-Chardonnay
Black Flag Winemakers McLaren Vale Barossa Nero Barbera Touriga 2019,2019,14.00%,75cl,Nero d'Avola,Australia,Red,Full Bodied Reds,Now - End 2028,Steve Grimley,19.99,9,3.6 out of 5 stars from 9 customers,https://www.virginwines.co.uk/wine/Z40925102291/Black-Flag-Winemakers-McLaren-Vale-Barossa-Nero-Barbera-Touriga
Black Flag Winemakers McLaren Vale Cabernet Sagrantino 2018,2018,14.00%,75cl,Cabernet blend,Australia,Red,Full Bodied Reds,Now - End 2028,Steve Grimley,15.99,11,3.5 out of 5 stars from 11 customers,https://www.virginwines.co.uk/wine/Z40924102291/Black-Flag-Winemakers-McLaren-Vale-Cabernet-Sagrantino
Alemany I Corrio Principia Mathematica DO Penedes 2019,2019,12.50%,75cl,Xarel - Lo,Spain,White,Aromatic Whites,Now - End 2026,Irene Alemany and Laurent Corrio,19.99,7,4 out of 5 stars from 7 customers,https://www.virginwines.co.uk/wine/Z40911101434/Alemany-I-Corrio-Principia-Mathematica-DO-Penedes
Alemany I Corrio Cargol Treu Vi DO Penedes 2019,2019,12.50%,75cl,Xarel - Lo,Spain,White,Dry and Crisp Whites,Now - End 2026,Irene Alemany and Laurent Corrio,24.99,3,3 out of 5 stars from 3 customers,https://www.virginwines.co.uk/wine/Z40912101434/Alemany-I-Corrio-Cargol-Treu-Vi-DO-Penedes
Domaine Bernard Metrat Fleurie La Roilette Vieilles Vignes 2019,2019,13.00%,75cl,Gamay,France,Red,Classic Reds,Now - End 2024,Bernard Metrat,17.99,12,4.2 out of 5 stars from 12 customers,https://www.virginwines.co.uk/wine/Z40801102131/Domaine-Bernard-Metrat-Fleurie-La-Roilette-Vieilles-Vignes
Les Arbousiers Reserve Rose 2020,2020,12.50%,75cl,Cinsault blends,France,Rosé,Dry and Fruity Rosé,Now - End 2024,Jean-Luc Terrier,11.99,109,4.3 out of 5 stars from 109 customers,https://www.virginwines.co.uk/wine/Z41065102131/Les-Arbousiers-Reserve-Rose-Z41065102131
Monte Bernardi Retromarcia Chianti Classico 2020,2020,13.50%,75cl,Sangiovese,Italy,Red,Classic Reds,Now - End 2026,Michael Schmelzer,19.99,10,4 out of 5 stars from 10 customers,https://www.virginwines.co.uk/wine/Z41077103391/Monte-Bernardi-Retromarcia-Chianti-Classico-Z41077103391
Domaine La Haute Fevrie Chateau Thebaud Muscadet Sevre et Maine 2016,2016,12.00%,75cl,Melon,France,White,Dry and Crisp Whites,Now - End 2025,Sebastien Branger,15.99,9,4.3 out of 5 stars from 9 customers,https://www.virginwines.co.uk/wine/Z41066102131/Domaine-La-Haute-Fevrie-Chateau-Thebaud-Muscadet-Sevre-et-Maine-Z41066102131
Perez Cruz Winemaker's Selection 2020,2020,13.50%,75cl,Cabernet blend,Chile,Red,Full Bodied Reds,Now - End 2026,German Lyon,21.99,5012,4.5 out of 5 stars from 5012 customers,https://www.virginwines.co.uk/wine/Z34931100826/Perez-Cruz-Winemakers-Selection
Un-named White Blend 2019,2019,13.50%,75cl,Grenache Blanc,South Africa,White,Aromatic Whites,Now - End 2023,Ryno Booysen,15.99,5,3 out of 5 stars from 5 customers,https://www.virginwines.co.uk/wine/Z40874100009/Un-named-White-Blend
Scavi & Ray Alcohol Free Sparkling NV,NV,0.10%,75cl,Prosecco (Glera),Italy,Low / Alcohol Free Wines,Alternative Sparkling Wine,Within 1 year of purchase,Joe Scavi and Carluccio Ray,8.99,11,4.5 out of 5 stars from 11 customers,https://www.virginwines.co.uk/wine/Z41073103371/Scavi-and-Ray-Alcohol-Free-Sparkling
Arid Valley White 2019,2019,13.50%,75cl,Chenin blends,South Africa,White,Aromatic Whites,Now - End 2023,Ryno Booysen,15.99,18,3.8 out of 5 stars from 18 customers,https://www.virginwines.co.uk/wine/Z40892100009/Arid-Valley-White
Wild Crush Palomino 2020,2020,12.50%,75cl,Palomino,South Africa,White,Dry and Crisp Whites,Now - End 2024,Ryno Booysen,11.99,16,4 out of 5 stars from 16 customers,https://www.virginwines.co.uk/wine/Z40893100009/Wild-Crush-Palomino
El Nubarron Sauvignon Blanc 2021,2021,13.00%,75cl,Sauvignon Blanc,Chile,White,Fruity Whites,Now - End 2024,Oscar Salas Steinlen,11.99,250,4.1 out of 5 stars from 250 customers,https://www.virginwines.co.uk/wine/Z40937101414/El-Nubarron-Sauvignon-Blanc
El Sabio Sauvignon Blanc 2021,2021,12.00%,75cl,Sauvignon blend,Chile,White,Fruity Whites,Now - End 2024,Oscar Salas Steinlen,9.99,364,4.1 out of 5 stars from 364 customers,https://www.virginwines.co.uk/wine/Z40936101414/El-Sabio-Sauvignon-Blanc
L'Ornato Appassimento 2019,2019,13.50%,75cl,Other red grapes,Italy,Red,Full Bodied Reds,Now - End 2029,Martino Biscardo,16.99,646,4.5 out of 5 stars from 646 customers,https://www.virginwines.co.uk/wine/Z40197101434/LOrnato-Appassimento
The Black Pig The Prize Shiraz 2020,2020,14.50%,75cl,Shiraz / Syrah,Australia,Red,Full Bodied Reds,Now - End 2028,Fuse Winemaking Team,19.99,3659,4.7 out of 5 stars from 3659 customers,https://www.virginwines.co.uk/wine/Z36779102291/The-Black-Pig-The-Prize-Shiraz
16 Little Black Pigs Cabernet Sauvignon 2020,2020,14.00%,75cl,Cabernet Sauvignon,Australia,Red,Full Bodied Reds,Now - End 2025,Fuse Winemaking Team,10.99,2925,4.4 out of 5 stars from 2925 customers,https://www.virginwines.co.uk/wine/Z36976102291/16-Little-Black-Pigs-Cabernet-Sauvignon
Blackfoot Daisy Pinot Grigio 2021,2021,12.00%,75cl,Pinot Grigio,Australia,White,Dry and Crisp Whites,Now - End 2024,Fuse Winemaking Team,10.99,1655,4.2 out of 5 stars from 1655 customers,https://www.virginwines.co.uk/wine/Z36897102291/Blackfoot-Daisy-Pinot-Grigio
Beneficio Winemakers Selection McLaren Vale Grenache Shiraz 2019,2019,14.00%,75cl,Syrah / Shiraz blend,Australia,Red,Full Bodied Reds,Now - End 2025,Fuse Winemaking Team,19.99,2025,4.5 out of 5 stars from 2025 customers,https://www.virginwines.co.uk/wine/Z37253102291/Beneficio-Winemakers-Selection-Langhorne-Creek-Shiraz-Grenache
Champagne Moet & Chandon Brut Imperial NV,NV,12.00%,75cl,Champagne blend,France,Sparkling,Champagne,Within 3 years of purchase,Benoit Gouez,42.99,74,4.3 out of 5 stars from 74 customers,https://www.virginwines.co.uk/wine/Z35185101524/Champagne-Moet-and-Chandon-Brut-Imperial-Z35185101524
El Sabio Carmenere 2021,2021,13.00%,75cl,Carmenere,Chile,Red,Full Bodied Reds,Now - End 2024,Hernan de la Barra,10.99,1135,4.1 out of 5 stars from 1135 customers,https://www.virginwines.co.uk/wine/Z40414101414/El-Sabio-Carmenere
El Sabio Pinot Noir 2021,2021,12.50%,75cl,Pinot Noir,Chile,Red,Light Reds,Now - End 2025,Oscar Salas Steinlen,11.99,346,4.1 out of 5 stars from 346 customers,https://www.virginwines.co.uk/wine/Z40442101414/El-Sabio-Pinot-Noir
16 Little Black Pigs Shiraz 2020,2020,14.00%,75cl,Shiraz / Syrah,Australia,Red,Full Bodied Reds,Now - End 2026,Fuse Winemaking Team,10.99,7538,4.4 out of 5 stars from 7538 customers,https://www.virginwines.co.uk/wine/Z36659102291/16-Little-Black-Pigs-Shiraz
Champagne Laurent Perrier Cuvee Rose Brut NV,NV,12.00%,75cl,Champagne blend,France,Sparkling,Champagne,Within 5 years of purchase,Michel Fauconnet,63.99,68,4.9 out of 5 stars from 68 customers,https://www.virginwines.co.uk/wine/Z37374101639/Champagne-Laurent-Perrier-Cuvee-Rose-Brut-Z37374101639
Champagne Bollinger Special Cuvee Brut NV,NV,12.00%,75cl,Champagne blend,France,Sparkling,Champagne,Within 8 years of purchase,Gilles Descotes,50,63,4.8 out of 5 stars from 63 customers,https://www.virginwines.co.uk/wine/Z36171100003/Champagne-Bollinger-Special-Cuvee-Brut
Ripper Chardonnay 2021,2021,13.00%,75cl,Chardonnay,Australia,White,Dry and Crisp Whites,Now - End 2025,David King,9.99,544,4.1 out of 5 stars from 544 customers,https://www.virginwines.co.uk/wine/Z40459101414/Ripper-Chardonnay-Z40459101414
Billy Bosch Paarl Pinotage 2021,2021,14.00%,75cl,Pinotage,South Africa,Red,Light Reds,Now - End 2024,Ryno Booysen,10.99,1706,4.2 out of 5 stars from 1706 customers,https://www.virginwines.co.uk/wine/Z36212100009/Billy-Bosch-Paarl-Pinotage
Chateau du Seuil Graves Blanc 2018,2018,12.00%,75cl,Sauvignon blend,France,White,Dry and Crisp Whites,Now - End 2025,Nicola and Sean Allison,13.99,360,3.9 out of 5 stars from 360 customers,https://www.virginwines.co.uk/wine/Z34559100783/Chateau-du-Seuil-Graves-Blanc
Kirriemuir Reserve Adelaide Hills Chardonnay 2021,2021,12.50%,75cl,Chardonnay,Australia,White,Dry and Crisp Whites,Now - End 2026,Fuse Winemaking Team,12.99,596,4.1 out of 5 stars from 596 customers,https://www.virginwines.co.uk/wine/Z36802102291/Kirriemuir-Reserve-Adelaide-Hills-Chardonnay
El Nubarron Cabernet Sauvignon 2021,2021,13.00%,75cl,Cabernet Sauvignon,Chile,Red,Full Bodied Reds,Now - End 2024,Hernan de la Barra,11.99,701,4.1 out of 5 stars from 701 customers,https://www.virginwines.co.uk/wine/Z40415101414/El-Nubarron-Cabernet-Sauvignon
Baciato Appassimento Negroamaro 2020,2020,14.00%,75cl,Other red grapes,Italy,Red,Full Bodied Reds,Now - End 2027,Umberto Menini,14.99,1918,4.3 out of 5 stars from 1918 customers,https://www.virginwines.co.uk/wine/Z37658102461/Baciato-Appassimento-Negroamaro
Beneficio Winemakers Selection Sauvignon Blanc 2021,2021,12.00%,75cl,Sauvignon Blanc,Australia,White,Fruity Whites,Now - End 2026,Fuse Winemaking Team,13.99,2685,4.3 out of 5 stars from 2685 customers,https://www.virginwines.co.uk/wine/Z37292102291/Beneficio-Winemakers-Selection-Sauvignon-Blanc
Champagne Pierre Gimonnet Cuis 1er Cru Brut Blanc de Blancs NV,NV,12.50%,75cl,Chardonnay,France,Sparkling,Champagne,Within 4 years of purchase,Didier Gimonnet,35.99,15,4.5 out of 5 stars from 15 customers,https://www.virginwines.co.uk/wine/Z38310102128/Champagne-Pierre-Gimonnet-Cuis-1er-Cru-Brut-Blanc-de-Blancs
Castillo de Anna Gran Reserva 2014,2014,14.00%,75cl,Tempranillo (Rioja),Spain,Red,Light Reds,Now - End 2025,Victor Porter,10.99,4140,3.9 out of 5 stars from 4140 customers,https://www.virginwines.co.uk/wine/Z33718101060/Castillo-de-Anna-Gran-Reserva
Billy Bosch Reserve Merlot 2021,2021,14.00%,75cl,Merlot,South Africa,Red,Light Reds,Now - End 2024,Ryno Booysen,10.99,1971,4.3 out of 5 stars from 1971 customers,https://www.virginwines.co.uk/wine/Z36872100009/Billy-Bosch-Reserve-Merlot
Prodezza Prosecco Brut NV,NV,11.00%,75cl,Prosecco (Glera),Italy,Sparkling,Prosecco,Within 1 year of purchase,Umberto Menini,12.99,1063,4.3 out of 5 stars from 1063 customers,https://www.virginwines.co.uk/wine/Z37621102461/Prodezza-Prosecco-Brut
Dragon Hills Pinot Grigio 2020,2020,12.00%,75cl,Pinot Grigio,Romania,White,Dry and Crisp Whites,Now - End 2024,Hartley Smithers,9.99,2187,4.1 out of 5 stars from 2187 customers,https://www.virginwines.co.uk/wine/Z36624101434/Dragon-Hills-Pinot-Grigio
Aguila Chillando Tempranillo 2020,2020,14.00%,75cl,Tempranillo (Rioja),Spain,Red,Light Reds,Now - End 2023,Antonio Serrano,8.99,1322,4.1 out of 5 stars from 1322 customers,https://www.virginwines.co.uk/wine/Z38046102647/Aguila-Chillando-Tempranillo
Condes de Valencia Gran Seleccion 2015,2015,14.00%,75cl,Tempranillo (Rioja),Spain,Red,Light Reds,Now - End 2025,Victor Porter,10.99,3868,4.1 out of 5 stars from 3868 customers,https://www.virginwines.co.uk/wine/Z34101101060/Condes-de-Valencia-Gran-Seleccion
Cave de Turckheim Pinot Gris Sables et Galets 2019,2019,13.50%,75cl,Pinot Gris,France,White,Aromatic Whites,Now - End 2029,Jean Michel Lihrmann,14.99,197,4 out of 5 stars from 197 customers,https://www.virginwines.co.uk/wine/Z33346100020/Cave-de-Turckheim-Pinot-Gris-Sables-et-Galets
Belmonte Marlborough Pinot Gris 2021,2021,13.50%,75cl,Pinot Gris,New Zealand,White,Aromatic Whites,Now - End 2025,Beth Forrest,15.99,121,4.2 out of 5 stars from 121 customers,https://www.virginwines.co.uk/wine/Z36095100586/Belmonte-Marlborough-Pinot-Gris
De Martino Ladera Reserva 2020,2020,14.00%,75cl,Cabernet blend,Chile,Red,Full Bodied Reds,Now - End 2029,Nicolas Perez,19.99,1392,4.2 out of 5 stars from 1392 customers,https://www.virginwines.co.uk/wine/Z36143100741/De-Martino-Ladera-Reserva
Schola Sarmenti Cubardi Primitivo IGT Salento 2019,2019,15.00%,75cl,Zinfandel / Primitivo,Italy,Red,Full Bodied Reds,Now - End 2029,Benedetto Lorusso,19.99,678,4.6 out of 5 stars from 678 customers,https://www.virginwines.co.uk/wine/Z37106102454/Schola-Sarmenti-Cubardi-Primitivo-IGT-Salento
Black Flag Winemakers Shiraz Touriga 2018,2018,14.50%,75cl,Syrah / Shiraz blend,Australia,Red,Full Bodied Reds,Now - End 2030,Steve Grimley,15.99,81,4.2 out of 5 stars from 81 customers,https://www.virginwines.co.uk/wine/Z40308102291/Black-Flag-Winemakers-Shiraz-Touriga
Black Flag Winemakers Chardonnay 2018,2018,13.50%,75cl,Chardonnay,Australia,White,Dry and Crisp Whites,Now - End 2026,Steve Grimley,11.99,115,4.2 out of 5 stars from 115 customers,https://www.virginwines.co.uk/wine/Z40305102291/Black-Flag-Winemakers-Chardonnay-Z40305102291
Black Flag Winemakers Cooler Chardonnay 2019,2019,13.00%,75cl,Chardonnay,Australia,White,Dry and Crisp Whites,Now - End 2026,Steve Grimley,16.99,29,3.8 out of 5 stars from 29 customers,https://www.virginwines.co.uk/wine/Z40310102291/Black-Flag-Winemakers-Cooler-Chardonnay
John Forrest Collection Gimblett Gravels Cabernet Sauvignon 2016,2016,14.00%,75cl,Cabernet Sauvignon,New Zealand,Red,Full Bodied Reds,Now - End 2029,Dr John Forrest,27.99,7,4.3 out of 5 stars from 7 customers,https://www.virginwines.co.uk/wine/Z36867100586/John-Forrest-Collection-Gimblett-Gravels-Cabernet-Sauvignon
Belmonte Marlborough Botrytised Riesling 2018,2018,9.50%,37.5cl,Riesling,New Zealand,Dessert,Dessert Wine,Now - End 2028,Dr John Forrest,15.99,19,4.4 out of 5 stars from 19 customers,https://www.virginwines.co.uk/wine/Z36869100586/Belmonte-Marlborough-Botrytised-Riesling
Belmonte Chenin Blanc 2021,2021,12.50%,75cl,Chenin Blanc,New Zealand,White,Dry and Crisp Whites,Now - End 2028,Beth Forrest,15.99,41,4.2 out of 5 stars from 41 customers,https://www.virginwines.co.uk/wine/Z37202100586/Belmonte-Chenin-Blanc
John Forrest Collection Gimblett Gravels Syrah 2015,2015,14.00%,75cl,Syrah / Shiraz blend,New Zealand,Red,Full Bodied Reds,Now - End 2025,Dr John Forrest,27.99,10,4.7 out of 5 stars from 10 customers,https://www.virginwines.co.uk/wine/Z37205100586/John-Forrest-Collection-Gimblett-Gravels-Syrah
Penombre Rose 2021,2021,12.50%,75cl,Mourvedre / Monastrell blend,France,Rosé,Dry and Fruity Rosé,Now - End 2023,Jean-Pierre Driey and Kim Tidy,12.99,154,4.3 out of 5 stars from 154 customers,https://www.virginwines.co.uk/wine/Z40410102796/Penombre-Rose
Just the Juice Vermentino 2021,2021,12.50%,75cl,Vermentino,Italy,White,Aromatic Whites,Now - End 2024,Mimmo De Gregorio,9.99,592,4 out of 5 stars from 592 customers,https://www.virginwines.co.uk/wine/Z40138103167/Just-the-Juice-Vermentino-Z40138103167
De Martino Single Vineyard Carmenere Alto de Piedras Magnum 2018,2018,14.00%,Magnum1.5L,Carmenere,Chile,Red,Full Bodied Reds,Now - End 2041,Nicolas Perez,49.99,1,4 out of 5 stars from 1 customer,https://www.virginwines.co.uk/wine/Z40190100741/De-Martino-Single-Vineyard-Carmenere-Alto-de-Piedras-Magnum
Locos Muertos by Seb De Martino Cabernet Sauvignon 2019,2019,13.50%,75cl,Cabernet Sauvignon,Chile,Red,Full Bodied Reds,Now - End 2027,Marcelo Retamal,12.99,210,3.9 out of 5 stars from 210 customers,https://www.virginwines.co.uk/wine/Z40179100741/Locos-Muertos-by-Seb-De-Martino-Cabernet-Sauvignon
Isla de Maipo No Added Sulphites Cabernet Sauvignon 2019,2019,14.00%,75cl,Cabernet Sauvignon,Chile,Red,Light Reds,Now - End 2022,Marcelo Retamal,7.99,80,3.7 out of 5 stars from 80 customers,https://www.virginwines.co.uk/wine/Z40187100741/Isla-de-Maipo-No-Added-Sulphites-Cabernet-Sauvignon
Les Arbousiers Trio 2020,2020,11.50%,75cl,Sauvignon Blends,France,White,Aromatic Whites,Now - End 2022,Eric Lanxade,10.99,628,4.1 out of 5 stars from 628 customers,https://www.virginwines.co.uk/wine/Z40435101414/Les-Arbousiers-Trio
Hambledon Vineyards Premier Cuvee Brut NV,NV,12.00%,75cl,Champagne blend,England,Sparkling,English Sparkling Wine,Within 3 years of purchase,Herve Jestin,46,3,2.3 out of 5 stars from 3 customers,https://www.virginwines.co.uk/wine/Z40358100003/Hambledon-Vineyards-Premier-Cuvee-Brut-Z40358100003
Hambledon Vineyards Classic Cuvee Brut Rose NV,NV,12.00%,75cl,Champagne blend,England,Sparkling,English Sparkling Wine,Within 3 years of purchase,Herve Jestin,36,4,4.8 out of 5 stars from 4 customers,https://www.virginwines.co.uk/wine/Z40357100003/Hambledon-Vineyards-Classic-Cuvee-Brut-Rose-Z40357100003
Coterie Red 2019,2019,14.00%,75cl,Cabernet Franc Blend,South Africa,Red,Classic Reds,Now - End 2026,JD Rossouw,12.99,20,4.1 out of 5 stars from 20 customers,https://www.virginwines.co.uk/wine/Z40895100009/Coterie-Red
Wildeberg Terroir Sauvignon Blanc 2019,2019,14.00%,75cl,Sauvignon blend,South Africa,White,Dry and Crisp Whites,Now - End 2027,JD Rossouw,12.99,8,4.2 out of 5 stars from 8 customers,https://www.virginwines.co.uk/wine/Z40897100009/Wildeberg-Terroir-Sauvignon-Blanc
The Black Pig Adelaide Hills Chardonnay 2020,2020,13.00%,75cl,Chardonnay,Australia,White,Dry and Crisp Whites,Now - End 2025,Fuse Winemaking Team,12.99,71,4.1 out of 5 stars from 71 customers,https://www.virginwines.co.uk/wine/Z40934102291/The-Black-Pig-Adelaide-Hills-Chardonnay
The Craftsmen Barbera 2021,2021,14.00%,75cl,Barbera,South Africa,Red,Full Bodied Reds,Now - End 2026,Jacques Theron,10.99,176,3.9 out of 5 stars from 176 customers,https://www.virginwines.co.uk/wine/Z41036101414/The-Craftsmen-Barbera
The Long Way Round Semillon 2020,2020,13.50%,75cl,Semillon,Chile,White,Dry and Crisp Whites,Now - End 2023,Oscar Salas Steinlen,10.99,174,3.9 out of 5 stars from 174 customers,https://www.virginwines.co.uk/wine/Z41011101414/The-Long-Way-Round-Semillon
El Sabio Malbec 2021,2021,13.50%,75cl,Malbec,Chile,Red,Full Bodied Reds,Now - End 2025,Hernan de la Barra,10.99,292,4.3 out of 5 stars from 292 customers,https://www.virginwines.co.uk/wine/Z41008101414/El-Sabio-Malbec
Wayfare Margaret River White Blend 2019,2019,12.00%,75cl,Riesling Blend,Australia,White,Aromatic Whites,Now - End 2024,Steve Grimley,12.99,50,3.9 out of 5 stars from 50 customers,https://www.virginwines.co.uk/wine/Z40206102291/Wayfare-Margaret-River-White-Blend
Fritz Muller Zero Alcohol Frizzante NV,NV,0.00%,75cl,Other white grapes,Germany,Low / Alcohol Free Wines,Sparkling Non Champagne,Within 1 year of purchase,Jurgen Hofmann,10.99,5,4.8 out of 5 stars from 5 customers,https://www.virginwines.co.uk/wine/Z41025103383/Fritz-Muller-Zero-Alcohol-Frizzante-Z41025103383
